Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2017,Utah,UT,Passenger,0,1,1,167,168,0.6
August 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
May 31 2023,Clallam,WA,Truck,19,0,19,21738,21757,0.09
August 31 2017,Latah,ID,Passenger,0,1,1,96,97,1.03
February 28 2017,Northampton,PA,Passenger,2,0,2,229,231,0.87
January 31 2024,Wilson,TX,Passenger,0,1,1,3,4,25
May 31 2020,Putnam,TN,Passenger,0,1,1,3,4,25
December 31 2024,Benton,WA,Passenger,1985,835,2820,135270,138090,2.04
June 30 2018,Douglas,WA,Passenger,43,31,74,27646,27720,0.27
November 30 2018,Ferry,WA,Truck,0,0,0,3580,3580,0
October 31 2020,Garfield,WA,Truck,0,0,0,989,989,0
July 31 2019,Garfield,WA,Truck,0,0,0,959,959,0
August 31 2018,Brevard,FL,Passenger,0,1,1,95,96,1.04
July 31 2024,Newport,RI,Passenger,0,2,2,44,46,4.35
May 31 2022,Marion,OR,Passenger,1,0,1,117,118,0.85
March 31 2019,Skagit,WA,Passenger,282,188,470,91297,91767,0.51
March 31 2018,Hawaii,HI,Passenger,1,0,1,83,84,1.19
July 31 2023,New London,CT,Passenger,1,4,5,190,195,2.56
September 30 2019,San Juan,WA,Truck,0,0,0,5915,5915,0
July 31 2019,Allegheny,PA,Passenger,2,0,2,88,90,2.22
February 28 2022,Queens,NY,Passenger,1,0,1,57,58,1.72
May 31 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
January 31 2020,Spokane,WA,Passenger,684,461,1145,316534,317679,0.36
December 31 2021,Duval,FL,Passenger,0,2,2,342,344,0.58
October 31 2021,Benton,WA,Truck,0,0,0,43682,43682,0
April 30 2018,Norfolk,MA,Passenger,1,0,1,40,41,2.44
March 31 2017,Allegheny,PA,Passenger,1,0,1,93,94,1.06
April 30 2022,Franklin,OH,Passenger,1,0,1,71,72,1.39
April 30 2019,Lee,FL,Passenger,1,0,1,53,54,1.85
March 31 2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11
April 30 2020,Kern,CA,Passenger,0,1,1,224,225,0.44
June 30 2017,Hamilton,TN,Passenger,1,0,1,21,22,4.55
October 31 2022,Davidson,TN,Passenger,1,0,1,55,56,1.79
January 31 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
October 31 2023,Yakima,WA,Truck,15,0,15,60808,60823,0.02
April 30 2024,Skagit,WA,Passenger,1464,531,1995,88483,90478,2.2
May 31 2022,,,Passenger,5,1,6,324,330,1.82
January 31 2025,Cumberland,PA,Passenger,1,0,1,33,34,2.94
September 30 2022,San Joaquin,CA,Passenger,1,0,1,103,104,0.96
June 30 2018,Lane,OR,Passenger,0,1,1,188,189,0.53
March 31 2017,Orleans,LA,Passenger,0,1,1,50,51,1.96
February 29 2024,Currituck,NC,Passenger,1,0,1,20,21,4.76
May 31 2021,Juneau,AK,Passenger,0,1,1,30,31,3.23
January 31 2025,Pinal,AZ,Passenger,1,1,2,50,52,3.85
December 31 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
November 30 2017,King,WA,Truck,7,1,8,185443,185451,0
October 31 2024,Chelan,WA,Truck,69,0,69,22736,22805,0.3
January 31 2020,Kittitas,WA,Passenger,93,47,140,30064,30204,0.46
May 31 2023,Whitman,WA,Passenger,143,75,218,21890,22108,0.99
June 30 2020,Sacramento,CA,Passenger,1,1,2,285,287,0.7
May 31 2019,Los Angeles,CA,Passenger,6,5,11,1136,1147,0.96
July 31 2019,Maricopa,AZ,Passenger,8,6,14,1671,1685,0.83
May 31 2023,Fairfax,VA,Passenger,11,2,13,624,637,2.04
July 31 2023,Horry,SC,Passenger,1,0,1,11,12,8.33
October 31 2017,Latah,ID,Passenger,0,1,1,88,89,1.12
December 31 2017,Orange,FL,Passenger,1,1,2,144,146,1.37
September 30 2024,Marion,IN,Passenger,2,0,2,22,24,8.33
March 31 2020,King,WA,Passenger,23863,7680,31543,1395955,1427498,2.21
October 31 2018,Whatcom,WA,Passenger,701,340,1041,148740,149781,0.7
May 31 2022,Clackamas,OR,Passenger,2,0,2,177,179,1.12
April 30 2022,Spokane,WA,Truck,0,0,0,102245,102245,0
February 29 2020,Lewis,WA,Truck,0,0,0,26100,26100,0
January 31 2024,Nueces,TX,Passenger,1,1,2,57,59,3.39
October 31 2017,Utah,UT,Passenger,0,1,1,153,154,0.65
January 31 2024,St. Louis,MN,Passenger,0,1,1,4,5,20
April 30 2023,Mercer,NJ,Passenger,0,1,1,12,13,7.69
September 30 2019,Ferry,WA,Truck,0,0,0,3584,3584,0
December 31 2018,Sangamon,IL,Passenger,1,0,1,9,10,10
January 31 2017,Cowlitz,WA,Truck,0,0,0,27943,27943,0
October 31 2018,Grays Harbor,WA,Truck,0,0,0,20278,20278,0
January 31 2018,Morris,NJ,Passenger,1,0,1,19,20,5
December 31 2017,Norfolk,MA,Passenger,1,0,1,42,43,2.33
February 28 2021,Skamania,WA,Passenger,37,24,61,8279,8340,0.73
June 30 2021,Douglas,WA,Passenger,94,48,142,28510,28652,0.5
June 30 2022,San Bernardino,CA,Passenger,2,1,3,380,383,0.78
October 31 2020,Boone,MO,Passenger,0,1,1,11,12,8.33
November 30 2024,Frederick,MD,Passenger,1,2,3,42,45,6.67
December 31 2021,Botetourt,VA,Passenger,1,0,1,0,1,100
June 30 2023,Chelan,WA,Passenger,640,163,803,54196,54999,1.46
June 30 2024,Allen,IN,Passenger,1,1,2,6,8,25
November 30 2023,Montgomery,PA,Passenger,1,0,1,25,26,3.85
April 30 2022,Fredericksburg,VA,Passenger,1,0,1,7,8,12.5
June 30 2022,King,WA,Passenger,40637,11275,51912,1345954,1397866,3.71
April 30 2023,Anne Arundel,MD,Truck,1,0,1,46,47,2.13
December 31 2022,Muscogee,GA,Passenger,1,2,3,130,133,2.26
November 30 2020,Polk,FL,Passenger,1,0,1,76,77,1.3
May 31 2018,Hamilton,TN,Passenger,1,0,1,24,25,4
October 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100
March 31 2024,Stevens,WA,Passenger,145,73,218,29571,29789,0.73
August 31 2023,Skagit,WA,Passenger,1187,433,1620,88532,90152,1.8
October 31 2024,Garfield,WA,Passenger,0,3,3,1302,1305,0.23
August 31 2020,Chelan,WA,Passenger,248,81,329,54157,54486,0.6
January 31 2019,Thurston,WA,Truck,0,0,0,54893,54893,0
August 31 2022,Stevens,WA,Truck,1,0,1,18874,18875,0.01
November 30 2019,Kittitas,WA,Truck,0,0,0,14617,14617,0
July 31 2021,Contra Costa,CA,Passenger,2,3,5,250,255,1.96
August 31 2019,Bucks,PA,Passenger,1,0,1,27,28,3.57
February 28 2022,Wilson,TX,Passenger,0,1,1,3,4,25
October 31 2023,Island,WA,Passenger,1235,457,1692,60701,62393,2.71
June 30 2018,Prince William,VA,Passenger,0,5,5,262,267,1.87
November 30 2020,Wichita,TX,Passenger,1,0,1,43,44,2.27
December 31 2019,Asotin,WA,Truck,0,0,0,6710,6710,0
January 31 2025,Chelan,WA,Truck,82,0,82,22142,22224,0.37
July 31 2022,Larimer,CO,Passenger,1,0,1,47,48,2.08
March 31 2019,Volusia,FL,Passenger,0,1,1,39,40,2.5
May 31 2021,Tom Green,TX,Passenger,0,1,1,20,21,4.76
July 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100
September 30 2020,Snohomish,WA,Truck,0,0,0,124896,124896,0
December 31 2023,Clark,WA,Truck,150,0,150,80824,80974,0.19
November 30 2019,Kitsap,WA,Truck,1,0,1,54380,54381,0
February 29 2020,Mason,WA,Passenger,150,132,282,47568,47850,0.59
June 30 2020,Frederick,MD,Passenger,1,1,2,66,68,2.94
June 30 2020,Broward,FL,Passenger,2,1,3,114,117,2.56
January 31 2025,Lee,AL,Passenger,1,0,1,11,12,8.33
May 31 2022,Mason,WA,Passenger,301,171,472,47255,47727,0.99
July 31 2024,Wahkiakum,WA,Passenger,41,25,66,3072,3138,2.1
March 31 2017,Alameda,CA,Passenger,3,1,4,387,391,1.02
June 30 2019,El Paso,CO,Passenger,3,2,5,741,746,0.67
September 30 2021,Middlesex,MA,Passenger,1,0,1,98,99,1.01
January 31 2023,Montgomery,AL,Passenger,2,1,3,34,37,8.11
September 30 2021,Placer,CA,Passenger,2,0,2,81,83,2.41
January 31 2021,Spartanburg,SC,Passenger,0,1,1,55,56,1.79
November 30 2019,Columbia,WA,Truck,0,0,0,1535,1535,0
October 31 2017,Montgomery,TX,Passenger,1,0,1,63,64,1.56
January 31 2021,Río Grande,PR,Passenger,1,0,1,0,1,100
November 30 2018,Okanogan,WA,Passenger,15,22,37,26123,26160,0.14
April 30 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
December 31 2022,Mohave,AZ,Passenger,1,0,1,48,49,2.04
January 31 2017,Cascade,MT,Passenger,0,1,1,67,68,1.47
July 31 2023,District of Columbia,DC,Passenger,2,0,2,149,151,1.32
January 31 2019,Dale,AL,Passenger,0,1,1,54,55,1.82
August 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,86,87,1.15
August 31 2023,Charlottesville,VA,Passenger,0,1,1,4,5,20
September 30 2022,Cumberland,NC,Passenger,1,4,5,379,384,1.3
August 31 2021,Harnett,NC,Passenger,1,1,2,190,192,1.04
September 30 2019,New London,CT,Passenger,0,1,1,235,236,0.42
May 31 2023,St. Louis,MN,Passenger,0,1,1,8,9,11.11
July 31 2024,Garfield,WA,Truck,0,0,0,996,996,0
June 30 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
March 31 2024,Monterey,CA,Truck,1,0,1,30,31,3.23
January 31 2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
October 31 2020,Botetourt,VA,Passenger,1,0,1,0,1,100
July 31 2022,Snohomish,WA,Passenger,8650,2554,11204,530649,541853,2.07
December 31 2018,Whitman,WA,Passenger,24,38,62,22804,22866,0.27
May 31 2020,Pacific,WA,Passenger,31,33,64,15690,15754,0.41
August 31 2023,Liberty,GA,Passenger,0,1,1,95,96,1.04
June 30 2020,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
January 31 2018,Deschutes,OR,Passenger,1,0,1,189,190,0.53
February 29 2024,Franklin,OH,Passenger,1,0,1,48,49,2.04
December 31 2018,Lee,FL,Passenger,1,0,1,52,53,1.89
January 31 2022,Currituck,NC,Passenger,1,0,1,24,25,4
January 31 2021,Kitsap,WA,Truck,0,0,0,54246,54246,0
January 31 2023,Onslow,NC,Passenger,0,1,1,152,153,0.65
May 31 2023,Broward,FL,Passenger,1,0,1,69,70,1.43
November 30 2024,Bristol,MA,Passenger,1,0,1,5,6,16.67
September 30 2024,Walla Walla,WA,Passenger,344,172,516,35129,35645,1.45
May 31 2023,Bell,TX,Passenger,1,0,1,284,285,0.35
December 31 2022,,,Passenger,5,0,5,314,319,1.57
November 30 2022,Kauai,HI,Passenger,1,1,2,19,21,9.52
November 30 2023,Johnson,MO,Passenger,1,0,1,21,22,4.55
May 31 2024,DeKalb,GA,Truck,1,0,1,0,1,100
August 31 2019,Thurston,WA,Truck,0,0,0,55409,55409,0
June 30 2020,Pima,AZ,Passenger,3,1,4,379,383,1.04
October 31 2017,El Paso,CO,Passenger,2,1,3,776,779,0.39
July 31 2018,Duval,FL,Passenger,1,2,3,381,384,0.78
December 31 2018,Palm Beach,FL,Passenger,0,2,2,96,98,2.04
February 28 2021,Harrison,MS,Passenger,2,0,2,56,58,3.45
May 31 2024,Nueces,TX,Passenger,2,1,3,53,56,5.36
July 31 2023,Davidson,TN,Passenger,1,0,1,48,49,2.04
December 31 2020,Ramsey,MN,Passenger,1,0,1,45,46,2.17
December 31 2023,Benton,AR,Passenger,1,0,1,21,22,4.55
August 31 2019,Kitsap,WA,Passenger,1113,624,1737,181404,183141,0.95
July 31 2021,Calvert,MD,Passenger,0,2,2,93,95,2.11
May 31 2024,Santa Barbara,CA,Passenger,1,0,1,58,59,1.69
September 30 2024,Shelby,AL,Passenger,1,0,1,2,3,33.33
October 31 2024,Charlottesville,VA,Passenger,0,1,1,5,6,16.67
September 30 2019,Carroll,NH,Passenger,0,1,1,2,3,33.33
June 30 2022,Snohomish,WA,Truck,12,0,12,123762,123774,0.01
August 31 2023,Yakima,WA,Truck,15,0,15,60994,61009,0.02
August 31 2020,Wahkiakum,WA,Truck,0,0,0,1744,1744,0
June 30 2024,Lewis,WA,Passenger,468,390,858,59528,60386,1.42
October 31 2021,El Paso,CO,Passenger,2,2,4,692,696,0.57
June 30 2021,Virginia Beach,VA,Passenger,2,0,2,636,638,0.31
September 30 2023,Suffolk,MA,Passenger,3,1,4,32,36,11.11
September 30 2024,Providence,RI,Passenger,1,0,1,19,20,5
December 31 2022,Randolph,NC,Passenger,1,0,1,3,4,25
December 31 2019,New London,CT,Passenger,0,1,1,237,238,0.42
November 30 2023,Utah,UT,Passenger,2,0,2,95,97,2.06
May 31 2018,Klamath,OR,Passenger,1,0,1,37,38,2.63
January 31 2020,Spartanburg,SC,Passenger,0,1,1,49,50,2
February 29 2024,Caddo,LA,Passenger,2,0,2,13,15,13.33
November 30 2024,Palm Beach,FL,Passenger,1,0,1,34,35,2.86
July 31 2021,King,WA,Truck,5,1,6,184207,184213,0
July 31 2019,Lewis,WA,Passenger,100,98,198,59349,59547,0.33
December 31 2021,Prince George's,MD,Passenger,2,1,3,161,164,1.83
June 30 2023,Riverside,CA,Passenger,10,0,10,446,456,2.19
August 31 2020,Ramsey,MN,Passenger,1,0,1,46,47,2.13
April 30 2019,Polk,FL,Passenger,1,0,1,74,75,1.33
July 31 2019,Harrison,MS,Passenger,1,0,1,65,66,1.52
January 31 2024,Maui,HI,Passenger,2,0,2,18,20,10
December 31 2023,Gwinnett,GA,Passenger,1,0,1,50,51,1.96
January 31 2024,Wichita,TX,Passenger,1,0,1,33,34,2.94
November 30 2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
March 31 2022,Stevens,WA,Truck,0,0,0,18972,18972,0
May 31 2018,Asotin,WA,Passenger,8,6,14,12592,12606,0.11
October 31 2019,Arlington,VA,Passenger,0,2,2,160,162,1.23
September 30 2022,,,Passenger,4,1,5,320,325,1.54
August 31 2020,Orange,FL,Passenger,1,0,1,128,129,0.78
July 31 2022,Denton,TX,Passenger,2,0,2,75,77,2.6
October 31 2023,Palm Beach,FL,Passenger,1,1,2,48,50,4
September 30 2020,Twin Falls,ID,Passenger,0,1,1,24,25,4
November 30 2019,Camden,NJ,Passenger,0,1,1,21,22,4.55
August 31 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
February 29 2020,Oldham,KY,Passenger,0,1,1,5,6,16.67
January 31 2020,Cowlitz,WA,Truck,0,0,0,29017,29017,0
December 31 2019,Whitman,WA,Passenger,42,46,88,22659,22747,0.39
August 31 2020,Denton,TX,Passenger,1,0,1,101,102,0.98
January 31 2023,Deschutes,OR,Passenger,2,0,2,99,101,1.98
May 31 2019,Goochland,VA,Passenger,1,1,2,266,268,0.75
January 31 2023,Hudson,NJ,Passenger,2,0,2,36,38,5.26
July 31 2024,Johnson,MO,Passenger,1,0,1,21,22,4.55
December 31 2023,Snohomish,WA,Truck,280,0,280,120421,120701,0.23
May 31 2022,Cowlitz,WA,Passenger,320,175,495,70607,71102,0.7
May 31 2024,Duval,FL,Passenger,2,1,3,208,211,1.42
February 29 2020,Twin Falls,ID,Passenger,0,1,1,30,31,3.23
December 31 2019,Lake,CA,Passenger,0,1,1,12,13,7.69
September 30 2024,Sacramento,CA,Passenger,1,0,1,140,141,0.71
April 30 2023,Orange,NC,Passenger,1,0,1,7,8,12.5
March 31 2018,Walla Walla,WA,Passenger,32,35,67,35447,35514,0.19
April 30 2018,Clark,WA,Passenger,943,655,1598,306356,307954,0.52
January 31 2023,Williamson,TN,Passenger,0,1,1,17,18,5.56
June 30 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
October 31 2022,Lewis,WA,Truck,2,0,2,26327,26329,0.01
April 30 2023,Wahkiakum,WA,Truck,2,0,2,1790,1792,0.11
May 31 2022,Kootenai,ID,Passenger,0,1,1,186,187,0.53
December 31 2024,Orange,FL,Passenger,3,0,3,31,34,8.82
March 31 2023,Essex,MA,Passenger,1,0,1,17,18,5.56
May 31 2024,Arapahoe,CO,Passenger,2,1,3,64,67,4.48
November 30 2019,Berkshire,MA,Passenger,0,1,1,5,6,16.67
October 31 2017,Mason,WA,Passenger,61,72,133,44445,44578,0.3
October 31 2017,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
June 30 2022,,,Passenger,5,1,6,326,332,1.81
June 30 2018,Thurston,WA,Truck,0,0,0,54296,54296,0
January 31 2023,Virginia Beach,VA,Passenger,3,1,4,520,524,0.76
December 31 2024,Houston,GA,Passenger,1,0,1,25,26,3.85
July 31 2021,Thurston,WA,Truck,0,0,0,56384,56384,0
March 31 2024,Williamson,TN,Passenger,0,1,1,11,12,8.33
November 30 2020,Arlington,VA,Passenger,0,2,2,154,156,1.28
August 31 2023,Calvert,MD,Passenger,1,1,2,79,81,2.47
May 31 2020,Ferry,WA,Passenger,5,3,8,4332,4340,0.18
September 30 2022,Kings,NY,Passenger,1,0,1,60,61,1.64
June 30 2024,Nueces,TX,Passenger,2,1,3,52,55,5.45
October 31 2019,San Joaquin,CA,Passenger,1,0,1,148,149,0.67
August 31 2021,Prince George's,MD,Passenger,2,1,3,158,161,1.86
January 31 2025,Fresno,CA,Passenger,0,1,1,104,105,0.95
December 31 2019,Alameda,CA,Passenger,4,1,5,307,312,1.6
December 31 2024,St. Mary's,MD,Passenger,2,0,2,150,152,1.32
November 30 2018,Orange,FL,Passenger,3,1,4,168,172,2.33
January 31 2023,Lincoln,OR,Passenger,0,1,1,24,25,4
September 30 2023,Yuba,CA,Passenger,1,0,1,52,53,1.89
December 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
July 31 2020,Maricopa,AZ,Passenger,7,9,16,1594,1610,0.99
August 31 2024,Palm Beach,FL,Passenger,1,0,1,42,43,2.33
July 31 2018,San Diego,CA,Passenger,7,2,9,2577,2586,0.35
June 30 2023,Okanogan,WA,Truck,7,0,7,16428,16435,0.04
June 30 2019,Orange,CA,Passenger,6,1,7,563,570,1.23
August 31 2020,San Juan,WA,Truck,0,0,0,5836,5836,0
September 30 2023,Grant,WA,Passenger,328,149,477,67248,67725,0.7
June 30 2021,Grant,WA,Passenger,107,88,195,66912,67107,0.29
July 31 2024,Walla Walla,WA,Passenger,312,164,476,35196,35672,1.33
December 31 2017,Jefferson,WA,Passenger,121,74,195,24267,24462,0.8
February 28 2021,Honolulu,HI,Passenger,5,3,8,476,484,1.65
January 31 2024,Wahkiakum,WA,Passenger,32,22,54,3041,3095,1.74
October 31 2023,Monterey,CA,Passenger,0,3,3,123,126,2.38
September 30 2022,Yakima,WA,Truck,3,0,3,61336,61339,0
September 30 2024,Kitsap,WA,Truck,191,0,191,51342,51533,0.37
November 30 2020,Alameda,CA,Passenger,3,0,3,279,282,1.06
February 28 2023,San Francisco,CA,Passenger,3,0,3,83,86,3.49
January 31 2017,Santa Barbara,CA,Passenger,0,1,1,135,136,0.74
May 31 2024,Contra Costa,CA,Passenger,4,0,4,141,145,2.76
January 31 2023,Stafford,VA,Passenger,2,1,3,88,91,3.3
January 31 2025,Frederick,MD,Passenger,1,2,3,42,45,6.67
August 31 2020,Stevens,WA,Passenger,36,36,72,30466,30538,0.24
November 30 2022,,,Passenger,4,1,5,309,314,1.59
March 31 2018,Dallas,TX,Passenger,0,1,1,199,200,0.5
November 30 2023,Ventura,CA,Passenger,3,3,6,231,237,2.53
July 31 2020,DuPage,IL,Passenger,4,0,4,63,67,5.97
April 30 2022,Charleston,SC,Passenger,1,1,2,74,76,2.63
February 28 2022,Chatham,NC,Passenger,1,0,1,6,7,14.29
April 30 2024,Charlottesville,VA,Passenger,0,2,2,5,7,28.57
July 31 2024,Sussex,NJ,Passenger,1,0,1,1,2,50
April 30 2023,Klickitat,WA,Passenger,138,61,199,15121,15320,1.3
February 28 2022,Duval,FL,Passenger,0,2,2,324,326,0.61
August 31 2022,Salt Lake,UT,Passenger,2,1,3,157,160,1.88
March 31 2020,Kern,CA,Passenger,0,1,1,220,221,0.45
May 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06
September 30 2018,Benton,WA,Truck,0,0,0,41337,41337,0
May 31 2018,Frederick,MD,Passenger,0,1,1,85,86,1.16
February 28 2021,Fulton,GA,Passenger,0,3,3,97,100,3
November 30 2017,Travis,TX,Passenger,1,1,2,195,197,1.02
May 31 2020,Orange,NC,Passenger,1,0,1,13,14,7.14
November 30 2022,Botetourt,VA,Passenger,1,0,1,0,1,100
November 30 2023,Asotin,WA,Passenger,40,24,64,12256,12320,0.52
May 31 2021,Maricopa,AZ,Passenger,7,7,14,1421,1435,0.98
November 30 2020,Benton,WA,Truck,0,0,0,43092,43092,0
February 28 2023,Goochland,VA,Passenger,2,2,4,115,119,3.36
August 31 2024,Kauai,HI,Passenger,0,1,1,16,17,5.88
October 31 2020,Pierce,WA,Passenger,2657,1733,4390,554164,558554,0.79
June 30 2020,Okanogan,WA,Passenger,36,32,68,25834,25902,0.26
June 30 2021,Fairfax,VA,Passenger,5,3,8,718,726,1.1
September 30 2024,Calvert,MD,Passenger,1,1,2,64,66,3.03
September 30 2022,Sarasota,FL,Passenger,1,0,1,36,37,2.7
March 31 2022,Ray,MO,Passenger,0,1,1,1,2,50
June 30 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
April 30 2020,Guadalupe,TX,Passenger,1,0,1,69,70,1.43
October 31 2019,Okanogan,WA,Truck,0,0,0,16517,16517,0
April 30 2019,Deschutes,OR,Passenger,3,0,3,168,171,1.75
August 31 2022,Allen,IN,Passenger,1,0,1,17,18,5.56
July 31 2024,Henrico,VA,Passenger,1,1,2,13,15,13.33
August 31 2024,Asotin,WA,Passenger,54,29,83,12279,12362,0.67
August 31 2020,El Paso,TX,Passenger,2,0,2,418,420,0.48
February 29 2024,Fairfax,VA,Truck,1,0,1,86,87,1.15
November 30 2019,Adams,WA,Truck,0,0,0,5181,5181,0
February 29 2024,Do�a Ana,NM,Passenger,1,0,1,14,15,6.67
August 31 2021,Ferry,WA,Passenger,9,3,12,4383,4395,0.27
April 30 2022,Larimer,CO,Passenger,1,0,1,50,51,1.96
July 31 2024,Kootenai,ID,Truck,1,0,1,20,21,4.76
April 30 2024,Oldham,KY,Passenger,0,1,1,4,5,20
December 31 2020,Pierce,WA,Passenger,2822,1765,4587,554949,559536,0.82
November 30 2022,Kittitas,WA,Passenger,294,94,388,29511,29899,1.3
January 31 2022,Montgomery,MD,Passenger,3,2,5,212,217,2.3
June 30 2024,Clallam,WA,Truck,30,0,30,21392,21422,0.14
December 31 2019,Prince William,VA,Passenger,1,4,5,239,244,2.05
March 31 2021,Suffolk,VA,Passenger,1,0,1,128,129,0.78
March 31 2021,Clark,WA,Passenger,2580,1274,3854,319734,323588,1.19
October 31 2020,Lincoln,WA,Passenger,5,10,15,7604,7619,0.2
October 31 2017,Jefferson,WA,Truck,0,0,0,9434,9434,0
June 30 2017,Virginia Beach,VA,Passenger,2,1,3,653,656,0.46
August 31 2024,Kittitas,WA,Truck,37,0,37,14641,14678,0.25
January 31 2017,Harnett,NC,Passenger,1,0,1,270,271,0.37
May 31 2018,Montgomery,TX,Passenger,1,0,1,68,69,1.45
August 31 2024,Travis,TX,Passenger,1,1,2,53,55,3.64
December 31 2022,Jefferson,NY,Passenger,2,0,2,212,214,0.93
October 31 2023,Yellowstone,MT,Passenger,0,1,1,19,20,5
January 31 2024,Benton,WA,Truck,37,0,37,42933,42970,0.09
April 30 2019,Klickitat,WA,Truck,0,0,0,8210,8210,0
December 31 2021,Maricopa,AZ,Passenger,15,5,20,1321,1341,1.49
April 30 2021,Franklin,OH,Passenger,1,0,1,77,78,1.28
November 30 2019,Owyhee,ID,Passenger,1,0,1,3,4,25
March 31 2021,King,WA,Truck,6,1,7,184439,184446,0
July 31 2020,Honolulu,HI,Passenger,4,2,6,489,495,1.21
February 29 2020,Bexar,TX,Passenger,1,5,6,676,682,0.88
July 31 2021,Marion,IN,Passenger,1,0,1,53,54,1.85
November 30 2021,Lexington,SC,Passenger,1,0,1,28,29,3.45
September 30 2018,Saratoga,NY,Passenger,1,0,1,60,61,1.64
April 30 2023,Horry,SC,Passenger,1,0,1,13,14,7.14
June 30 2019,Klickitat,WA,Passenger,35,31,66,15551,15617,0.42
March 31 2017,Grant,WA,Passenger,17,21,38,60319,60357,0.06
December 31 2023,Mason,WA,Truck,19,0,19,20444,20463,0.09
November 30 2022,Ferry,WA,Truck,0,0,0,3578,3578,0
July 31 2017,Prince George's,MD,Passenger,0,1,1,189,190,0.53
October 31 2021,Cook,IL,Passenger,2,0,2,227,229,0.87
January 31 2022,Alameda,CA,Passenger,6,0,6,234,240,2.5
March 31 2020,Newport,RI,Passenger,0,1,1,81,82,1.22
October 31 2021,Ulster,NY,Passenger,1,0,1,16,17,5.88
January 31 2024,Loudoun,VA,Passenger,2,1,3,62,65,4.62
May 31 2023,Chesterfield,VA,Passenger,1,0,1,42,43,2.33
November 30 2017,Columbia,WA,Passenger,2,1,3,2392,2395,0.13
April 30 2024,Newport News,VA,Passenger,1,0,1,96,97,1.03
June 30 2023,Contra Costa,CA,Passenger,2,2,4,184,188,2.13
January 31 2021,Lewis,WA,Truck,0,0,0,26712,26712,0
August 31 2023,St. Mary's,MD,Passenger,1,0,1,190,191,0.52
February 28 2021,Orange,CA,Passenger,5,3,8,483,491,1.63
August 31 2023,Shasta,CA,Passenger,1,0,1,28,29,3.45
July 31 2020,Lewis,WA,Truck,0,0,0,26286,26286,0
July 31 2023,Whitman,WA,Passenger,159,79,238,21906,22144,1.07
October 31 2024,Stevens,WA,Passenger,167,89,256,29238,29494,0.87
September 30 2023,Bristol,MA,Passenger,1,0,1,7,8,12.5
March 31 2024,Henrico,VA,Passenger,1,1,2,14,16,12.5
October 31 2021,Lewis,WA,Truck,0,0,0,26721,26721,0
January 31 2019,Grant,WA,Truck,0,0,0,26317,26317,0
August 31 2018,Kitsap,WA,Passenger,828,478,1306,179276,180582,0.72
August 31 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
May 31 2017,Gwinnett,GA,Passenger,0,1,1,91,92,1.09
July 31 2022,Wood,OH,Passenger,0,1,1,5,6,16.67
March 31 2024,Williamsburg,VA,Passenger,0,1,1,2,3,33.33
October 31 2020,Washoe,NV,Passenger,1,0,1,109,110,0.91
September 30 2024,Island,WA,Truck,71,0,71,20626,20697,0.34
July 31 2017,Lake,CA,Passenger,0,1,1,15,16,6.25
December 31 2024,Currituck,NC,Passenger,1,0,1,17,18,5.56
May 31 2021,Saginaw,MI,Passenger,1,0,1,9,10,10
July 31 2023,Richmond,NY,Passenger,1,0,1,3,4,25
November 30 2017,Los Angeles,CA,Passenger,4,2,6,1252,1258,0.48
October 31 2020,Washtenaw,MI,Passenger,1,1,2,34,36,5.56
June 30 2018,Mercer,NJ,Passenger,0,1,1,18,19,5.26
May 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20
February 29 2024,Benton,AR,Passenger,1,0,1,20,21,4.76
June 30 2021,Richmond,NY,Passenger,1,0,1,6,7,14.29
February 28 2021,Grant,WA,Truck,0,0,0,27645,27645,0
December 31 2021,Richland,SC,Passenger,0,1,1,141,142,0.7
September 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,86,87,1.15
October 31 2020,Snohomish,WA,Passenger,4828,1805,6633,537521,544154,1.22
October 31 2020,Adams,WA,Truck,0,0,0,5332,5332,0
